OTU	Size	full_tax	Phylum_order 	Phylum	Class	Order	Family	Genus
Otu4670	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4671	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4672	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcus100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Otu4674	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4675	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4676	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4677	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4678	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4679	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4680	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4681	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4682	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Clostridium_IV100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_IV
Otu4683	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4684	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4685	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Blautia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu4686	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Blautia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu4687	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Papillibacter100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Papillibacter
Otu4688	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Roseburia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Otu4689	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4690	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4691	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4693	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_Incertae_Sedis_XI100;Anaerococcus100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Anaerococcus
Otu4694	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4696	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4697	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Blautia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu4698	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4699	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4700	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4701	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4702	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4703	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Anaerostipes100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
Otu4704	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4705	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4706	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Ruminococcus2100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Otu4707	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4708	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4709	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Faecalibacterium100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Otu4710	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4711	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4712	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4713	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Roseburia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Otu4714	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Blautia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu4715	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcus100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Otu4716	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4717	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4718	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4719	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4720	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4722	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4723	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4724	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Oscillibacter100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Otu4725	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4726	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4727	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Ruminococcus2100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus2
Otu4728	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4730	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4731	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4732	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4733	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4734	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4735	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4736	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4737	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4738	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4739	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4740	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4741	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4742	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4743	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4744	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4745	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Blautia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu4746	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4747	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4748	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Anaerotruncus100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus
Otu4749	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4750	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Clostridiales_unclassified100;Clostridiales_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu4751	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Blautia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu4752	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Faecalibacterium100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Otu4753	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4754	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Roseburia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
Otu4755	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Blautia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu4756	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4757	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Blautia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu4758	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Ruminococcaceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified
Otu4759	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Oscillibacter100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
Otu4760	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4761	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4762	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Blautia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
Otu4763	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Coprococcus100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
Otu4764	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Lachnospiraceae_unclassified100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae_unclassified
Otu4765	2	Bacteria100;Firmicutes100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;Firmicutes_unclassified100;	02_Firmicutes	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu4766	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Ruminococcaceae100;Faecalibacterium100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
Otu4768	2	Bacteria100;Firmicutes100;Clostridia100;Clostridiales100;Lachnospiraceae100;Blautia100;	02_Firmicutes	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
